,rank,player,age,team_id,votes_first,points_won,points_max,award_share,g,mp_per_g,pts_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,fg_pct,fg3_pct,ft_pct,ws,ws_per_48,year,player_url,player_img
586,20T,Bradley Beal,20,WAS,0.0,3.0,630,0.005,73,34.7,17.1,3.7,3.3,1.0,0.2,.419,.402,.788,4.0,.076,2014,https://www.basketball-reference.com//players/b/bealbr01.html,https://www.basketball-reference.com/req/202106291/images/players/bealbr01.jpg
587,20T,Mike Conley,26,MEM,0.0,3.0,630,0.005,73,33.5,17.2,2.9,6.0,1.5,0.2,.450,.361,.815,8.2,.161,2014,https://www.basketball-reference.com//players/c/conlemi01.html,https://www.basketball-reference.com/req/202106291/images/players/conlemi01.jpg
588,20T,Andre Drummond,20,DET,0.0,3.0,630,0.005,81,32.3,13.5,13.2,0.4,1.2,1.6,.623,.000,.418,9.9,.182,2014,https://www.basketball-reference.com//players/d/drumman01.html,https://www.basketball-reference.com/req/202106291/images/players/drumman01.jpg
589,20T,Taj Gibson,28,CHI,0.0,3.0,630,0.005,82,28.7,13.0,6.8,1.1,0.5,1.4,.479,.000,.751,5.7,.117,2014,https://www.basketball-reference.com//players/g/gibsota01.html,https://www.basketball-reference.com/req/202106291/images/players/gibsota01.jpg
590,20T,LeBron James,29,MIA,0.0,3.0,630,0.005,77,37.7,27.1,6.9,6.3,1.6,0.3,.567,.379,.750,15.9,.264,2014,https://www.basketball-reference.com//players/j/jamesle01.html,https://www.basketball-reference.com/req/202106291/images/players/jamesle01.jpg
591,20T,Terrence Jones,22,HOU,0.0,3.0,630,0.005,76,27.3,12.1,6.9,1.1,0.7,1.3,.542,.307,.605,7.3,.169,2014,https://www.basketball-reference.com//players/j/joneste01.html,https://www.basketball-reference.com/req/202106291/images/players/joneste01.jpg
592,20T,Jodie Meeks,26,LAL,0.0,3.0,630,0.005,77,33.2,15.7,2.5,1.8,1.4,0.1,.463,.401,.857,4.5,.084,2014,https://www.basketball-reference.com//players/m/meeksjo01.html,https://www.basketball-reference.com/req/202106291/images/players/meeksjo01.jpg
593,27T,LaMarcus Aldridge,28,POR,0.0,1.0,630,0.002,69,36.2,23.2,11.1,2.6,0.9,1.0,.458,.200,.822,7.5,.144,2014,https://www.basketball-reference.com//players/a/aldrila01.html,https://www.basketball-reference.com/req/202106291/images/players/aldrila01.jpg
594,27T,Alec Burks,22,UTA,0.0,1.0,630,0.002,78,28.1,14.0,3.3,2.7,0.9,0.2,.457,.350,.748,3.2,.070,2014,https://www.basketball-reference.com//players/b/burksal01.html,https://www.basketball-reference.com/req/202106291/images/players/burksal01.jpg
595,27T,Paul Millsap,28,ATL,0.0,1.0,630,0.002,74,33.5,17.9,8.5,3.1,1.7,1.1,.461,.358,.731,6.7,.129,2014,https://www.basketball-reference.com//players/m/millspa01.html,https://www.basketball-reference.com/req/202106291/images/players/millspa01.jpg
596,27T,Chandler Parsons,25,HOU,0.0,1.0,630,0.002,74,37.6,16.6,5.5,4.0,1.2,0.4,.472,.370,.742,7.6,.131,2014,https://www.basketball-reference.com//players/p/parsoch01.html,https://www.basketball-reference.com/req/202106291/images/players/parsoch01.jpg
597,27T,John Wall,23,WAS,0.0,1.0,630,0.002,82,36.3,19.3,4.1,8.8,1.8,0.5,.433,.351,.805,7.9,.128,2014,https://www.basketball-reference.com//players/w/walljo01.html,https://www.basketball-reference.com/req/202106291/images/players/walljo01.jpg
598,1,Jimmy Butler,25,CHI,92.0,535.0,645,0.829,65,38.7,20.0,5.8,3.3,1.8,0.6,.462,.378,.834,11.2,.214,2015,https://www.basketball-reference.com//players/b/butleji01.html,https://www.basketball-reference.com/req/202106291/images/players/butleji01.jpg
599,2,Draymond Green,24,GSW,11.0,200.0,645,0.310,79,31.5,11.7,8.2,3.7,1.6,1.3,.443,.337,.660,8.5,.163,2015,https://www.basketball-reference.com//players/g/greendr01.html,https://www.basketball-reference.com/req/202106291/images/players/greendr01.jpg
600,3,Rudy Gobert,22,UTA,12.0,189.0,645,0.293,82,26.3,8.4,9.5,1.3,0.8,2.3,.604,.000,.623,9.3,.206,2015,https://www.basketball-reference.com//players/g/goberru01.html,https://www.basketball-reference.com/req/202106291/images/players/goberru01.jpg
601,4,Hassan Whiteside,25,MIA,5.0,88.0,645,0.136,48,23.8,11.8,10.0,0.1,0.6,2.6,.628,NO DATA,.500,5.3,.221,2015,https://www.basketball-reference.com//players/w/whiteha01.html,https://www.basketball-reference.com/req/202106291/images/players/whiteha01.jpg
602,5,Klay Thompson,24,GSW,2.0,42.0,645,0.065,77,31.9,21.7,3.2,2.9,1.1,0.8,.463,.439,.879,8.8,.172,2015,https://www.basketball-reference.com//players/t/thompkl01.html,https://www.basketball-reference.com/req/202106291/images/players/thompkl01.jpg
603,6,Anthony Davis,21,NOP,4.0,27.0,645,0.042,68,36.1,24.4,10.2,2.2,1.5,2.9,.535,.083,.805,14.0,.274,2015,https://www.basketball-reference.com//players/d/davisan02.html,https://www.basketball-reference.com/req/202106291/images/players/davisan02.jpg
604,7,Giannis Antetokounmpo,20,MIL,1.0,22.0,645,0.034,81,31.4,12.7,6.7,2.6,0.9,1.0,.491,.159,.741,6.2,.117,2015,https://www.basketball-reference.com//players/a/antetgi01.html,https://www.basketball-reference.com/req/202106291/images/players/antetgi01.jpg
605,8,Donatas Motiejūnas,24,HOU,0.0,7.0,645,0.011,71,28.7,12.0,5.9,1.8,0.8,0.5,.504,.368,.602,4.7,.110,2015,https://www.basketball-reference.com//players/m/motiedo01.html,https://www.basketball-reference.com/req/202106291/images/players/motiedo01.jpg
606,9,Dennis Schröder,21,ATL,0.0,6.0,645,0.009,77,19.7,10.0,2.1,4.1,0.6,0.1,.427,.351,.827,2.5,.080,2015,https://www.basketball-reference.com//players/s/schrode01.html,https://www.basketball-reference.com/req/202106291/images/players/schrode01.jpg
607,10T,DeMarre Carroll,28,ATL,1.0,5.0,645,0.008,70,31.3,12.6,5.3,1.7,1.3,0.2,.487,.395,.702,7.0,.154,2015,https://www.basketball-reference.com//players/c/carrode01.html,https://www.basketball-reference.com/req/202106291/images/players/carrode01.jpg
608,10T,Tyler Zeller,25,BOS,1.0,5.0,645,0.008,82,21.1,10.2,5.7,1.4,0.2,0.6,.549,NO DATA,.823,6.5,.179,2015,https://www.basketball-reference.com//players/z/zellety01.html,https://www.basketball-reference.com/req/202106291/images/players/zellety01.jpg
609,12T,DeMarcus Cousins,24,SAC,0.0,4.0,645,0.006,59,34.1,24.1,12.7,3.6,1.5,1.7,.467,.250,.782,6.0,.144,2015,https://www.basketball-reference.com//players/c/couside01.html,https://www.basketball-reference.com/req/202106291/images/players/couside01.jpg
610,12T,Khris Middleton,23,MIL,0.0,4.0,645,0.006,79,30.1,13.4,4.4,2.3,1.5,0.1,.467,.407,.859,6.7,.135,2015,https://www.basketball-reference.com//players/m/middlkh01.html,https://www.basketball-reference.com/req/202106291/images/players/middlkh01.jpg
611,14T,Jae Crowder,24,TOT,0.0,3.0,645,0.005,82,20.1,7.7,3.6,1.1,0.9,0.3,.420,.293,.773,3.9,.113,2015,https://www.basketball-reference.com//players/c/crowdja01.html,https://www.basketball-reference.com/req/202106291/images/players/crowdja01.jpg
612,14T,Kyrie Irving,22,CLE,0.0,3.0,645,0.005,75,36.4,21.7,3.2,5.2,1.5,0.3,.468,.415,.863,10.4,.183,2015,https://www.basketball-reference.com//players/i/irvinky01.html,https://www.basketball-reference.com/req/202106291/images/players/irvinky01.jpg
613,14T,DeAndre Jordan,26,LAC,0.0,3.0,645,0.005,82,34.4,11.5,15.0,0.7,1.0,2.2,.710,.250,.397,12.8,.217,2015,https://www.basketball-reference.com//players/j/jordade01.html,https://www.basketball-reference.com/req/202106291/images/players/jordade01.jpg
614,14T,Victor Oladipo,22,ORL,0.0,3.0,645,0.005,72,35.7,17.9,4.2,4.1,1.7,0.3,.436,.339,.819,3.5,.065,2015,https://www.basketball-reference.com//players/o/oladivi01.html,https://www.basketball-reference.com/req/202106291/images/players/oladivi01.jpg
615,18T,Kentavious Caldwell-Pope,21,DET,0.0,2.0,645,0.003,82,31.5,12.7,3.1,1.3,1.1,0.2,.401,.345,.696,2.8,.052,2015,https://www.basketball-reference.com//players/c/caldwke01.html,https://www.basketball-reference.com/req/202106291/images/players/caldwke01.jpg
616,18T,Nikola Vučević,24,ORL,0.0,2.0,645,0.003,74,34.2,19.3,10.9,2.0,0.7,0.7,.523,.333,.752,7.0,.133,2015,https://www.basketball-reference.com//players/v/vucevni01.html,https://www.basketball-reference.com/req/202106291/images/players/vucevni01.jpg
617,20T,Robert Covington,24,PHI,0.0,1.0,645,0.002,70,27.9,13.5,4.5,1.5,1.4,0.4,.396,.374,.820,4.0,.097,2015,https://www.basketball-reference.com//players/c/covinro01.html,https://www.basketball-reference.com/req/202106291/images/players/covinro01.jpg
618,20T,Tyreke Evans,25,NOP,0.0,1.0,645,0.002,79,34.1,16.6,5.3,6.6,1.3,0.5,.447,.304,.694,4.6,.082,2015,https://www.basketball-reference.com//players/e/evansty01.html,https://www.basketball-reference.com/req/202106291/images/players/evansty01.jpg
619,20T,Derrick Favors,23,UTA,0.0,1.0,645,0.002,74,30.8,16.0,8.2,1.5,0.8,1.7,.525,.167,.669,8.3,.175,2015,https://www.basketball-reference.com//players/f/favorde01.html,https://www.basketball-reference.com/req/202106291/images/players/favorde01.jpg
620,20T,Enes Freedom,22,TOT,0.0,1.0,645,0.002,75,28.5,15.5,8.9,0.7,0.5,0.4,.519,.356,.782,6.4,.145,2015,https://www.basketball-reference.com//players/k/kanteen01.html,https://www.basketball-reference.com/req/202106291/images/players/kanteen01.jpg
621,20T,Marc Gasol,30,MEM,0.0,1.0,645,0.002,81,33.2,17.4,7.8,3.8,0.9,1.6,.494,.176,.795,10.2,.182,2015,https://www.basketball-reference.com//players/g/gasolma01.html,https://www.basketball-reference.com/req/202106291/images/players/gasolma01.jpg
622,20T,Tobias Harris,22,ORL,0.0,1.0,645,0.002,68,34.8,17.1,6.3,1.8,1.0,0.5,.466,.364,.788,4.8,.098,2015,https://www.basketball-reference.com//players/h/harrito02.html,https://www.basketball-reference.com/req/202106291/images/players/harrito02.jpg
623,20T,Gordon Hayward,24,UTA,0.0,1.0,645,0.002,76,34.4,19.3,4.9,4.1,1.4,0.4,.445,.364,.812,8.7,.159,2015,https://www.basketball-reference.com//players/h/haywago01.html,https://www.basketball-reference.com/req/202106291/images/players/haywago01.jpg
624,20T,George Hill,28,IND,0.0,1.0,645,0.002,43,29.5,16.1,4.2,5.1,1.0,0.3,.477,.358,.790,5.4,.203,2015,https://www.basketball-reference.com//players/h/hillge01.html,https://www.basketball-reference.com/req/202106291/images/players/hillge01.jpg
625,20T,Brandon Knight,23,TOT,0.0,1.0,645,0.002,63,32.3,17.0,3.9,5.2,1.4,0.2,.422,.389,.874,4.5,.106,2015,https://www.basketball-reference.com//players/k/knighbr03.html,https://www.basketball-reference.com/req/202106291/images/players/knighbr03.jpg
626,20T,Kawhi Leonard,23,SAS,0.0,1.0,645,0.002,64,31.8,16.5,7.2,2.5,2.3,0.8,.479,.349,.802,8.6,.204,2015,https://www.basketball-reference.com//players/l/leonaka01.html,https://www.basketball-reference.com/req/202106291/images/players/leonaka01.jpg
627,20T,Meyers Leonard,22,POR,0.0,1.0,645,0.002,55,15.4,5.9,4.5,0.6,0.2,0.3,.510,.420,.938,2.8,.158,2015,https://www.basketball-reference.com//players/l/leoname01.html,https://www.basketball-reference.com/req/202106291/images/players/leoname01.jpg
628,1,CJ McCollum,24,POR,101.0,559.0,650,0.860,80,34.8,20.8,3.2,4.3,1.2,0.3,.448,.417,.827,6.0,.104,2016,https://www.basketball-reference.com//players/m/mccolcj01.html,https://www.basketball-reference.com/req/202106291/images/players/mccolcj01.jpg
629,2,Kemba Walker,25,CHO,7.0,166.0,650,0.255,81,35.6,20.9,4.4,5.2,1.6,0.5,.427,.371,.847,9.9,.165,2016,https://www.basketball-reference.com//players/w/walkeke02.html,https://www.basketball-reference.com/req/202106291/images/players/walkeke02.jpg
630,3,Giannis Antetokounmpo,21,MIL,4.0,99.0,650,0.152,80,35.3,16.9,7.7,4.3,1.2,1.4,.506,.257,.724,7.1,.121,2016,https://www.basketball-reference.com//players/a/antetgi01.html,https://www.basketball-reference.com/req/202106291/images/players/antetgi01.jpg
631,4,Stephen Curry,27,GSW,7.0,83.0,650,0.128,79,34.2,30.1,5.4,6.7,2.1,0.2,.504,.454,.908,17.9,.318,2016,https://www.basketball-reference.com//players/c/curryst01.html,https://www.basketball-reference.com/req/202106291/images/players/curryst01.jpg
632,5,Will Barton,25,DEN,1.0,62.0,650,0.095,82,28.7,14.4,5.8,2.5,0.9,0.5,.432,.345,.806,4.3,.088,2016,https://www.basketball-reference.com//players/b/bartowi01.html,https://www.basketball-reference.com/req/202106291/images/players/bartowi01.jpg
633,6,Jae Crowder,25,BOS,1.0,45.0,650,0.069,73,31.6,14.2,5.1,1.8,1.7,0.5,.443,.336,.820,7.3,.152,2016,https://www.basketball-reference.com//players/c/crowdja01.html,https://www.basketball-reference.com/req/202106291/images/players/crowdja01.jpg
634,7,Draymond Green,25,GSW,2.0,43.0,650,0.066,81,34.7,14.0,9.5,7.4,1.5,1.4,.490,.388,.696,11.1,.190,2016,https://www.basketball-reference.com//players/g/greendr01.html,https://www.basketball-reference.com/req/202106291/images/players/greendr01.jpg
635,8,Isaiah Thomas,26,BOS,3.0,30.0,650,0.046,82,32.2,22.2,3.0,6.2,1.1,0.1,.428,.359,.871,9.7,.177,2016,https://www.basketball-reference.com//players/t/thomais02.html,https://www.basketball-reference.com/req/202106291/images/players/thomais02.jpg
636,9,Hassan Whiteside,26,MIA,1.0,26.0,650,0.040,73,29.1,14.2,11.8,0.4,0.6,3.7,.606,NO DATA,.650,10.3,.233,2016,https://www.basketball-reference.com//players/w/whiteha01.html,https://www.basketball-reference.com/req/202106291/images/players/whiteha01.jpg
637,10,Kawhi Leonard,24,SAS,1.0,18.0,650,0.028,72,33.1,21.2,6.8,2.6,1.8,1.0,.506,.443,.874,13.7,.277,2016,https://www.basketball-reference.com//players/l/leonaka01.html,https://www.basketball-reference.com/req/202106291/images/players/leonaka01.jpg
638,11,Andre Drummond,22,DET,1.0,11.0,650,0.017,81,32.9,16.2,14.8,0.8,1.5,1.4,.521,.333,.355,7.4,.133,2016,https://www.basketball-reference.com//players/d/drumman01.html,https://www.basketball-reference.com/req/202106291/images/players/drumman01.jpg
639,12,Gary Harris,21,DEN,1.0,6.0,650,0.009,76,32.1,12.3,2.9,1.9,1.3,0.2,.469,.354,.820,4.0,.079,2016,https://www.basketball-reference.com//players/h/harriga01.html,https://www.basketball-reference.com/req/202106291/images/players/harriga01.jpg
640,13T,Kent Bazemore,26,ATL,0.0,4.0,650,0.006,75,27.8,11.6,5.1,2.3,1.3,0.5,.441,.357,.815,4.1,.094,2016,https://www.basketball-reference.com//players/b/bazemke01.html,https://www.basketball-reference.com/req/202106291/images/players/bazemke01.jpg
641,13T,Evan Fournier,23,ORL,0.0,4.0,650,0.006,79,32.5,15.4,2.8,2.7,1.2,0.0,.462,.400,.836,5.7,.106,2016,https://www.basketball-reference.com//players/f/fournev01.html,https://www.basketball-reference.com/req/202106291/images/players/fournev01.jpg
642,15T,Rodney Hood,23,UTA,0.0,3.0,650,0.005,79,32.2,14.5,3.4,2.7,0.9,0.2,.420,.359,.860,6.0,.112,2016,https://www.basketball-reference.com//players/h/hoodro01.html,https://www.basketball-reference.com/req/202106291/images/players/hoodro01.jpg
643,15T,Reggie Jackson,25,DET,0.0,3.0,650,0.005,79,30.7,18.8,3.2,6.2,0.7,0.1,.434,.353,.864,6.9,.136,2016,https://www.basketball-reference.com//players/j/jacksre01.html,https://www.basketball-reference.com/req/202106291/images/players/jacksre01.jpg
644,15T,Ian Mahinmi,29,IND,0.0,3.0,650,0.005,71,25.6,9.3,7.1,1.5,0.9,1.1,.589,NO DATA,.587,6.2,.163,2016,https://www.basketball-reference.com//players/m/mahinia01.html,https://www.basketball-reference.com/req/202106291/images/players/mahinia01.jpg
645,15T,Russell Westbrook,27,OKC,0.0,3.0,650,0.005,80,34.4,23.5,7.8,10.4,2.0,0.3,.454,.296,.812,14.0,.245,2016,https://www.basketball-reference.com//players/w/westbru01.html,https://www.basketball-reference.com/req/202106291/images/players/westbru01.jpg
646,19T,Zach LaVine,20,MIN,0.0,1.0,650,0.002,82,28.0,14.0,2.8,3.1,0.8,0.2,.452,.389,.793,2.6,.054,2016,https://www.basketball-reference.com//players/l/lavinza01.html,https://www.basketball-reference.com/req/202106291/images/players/lavinza01.jpg
647,19T,Kyle Lowry,29,TOR,0.0,1.0,650,0.002,77,37.0,21.2,4.7,6.4,2.1,0.4,.427,.388,.811,11.6,.196,2016,https://www.basketball-reference.com//players/l/lowryky01.html,https://www.basketball-reference.com/req/202106291/images/players/lowryky01.jpg
648,1,Giannis Antetokounmpo,22,MIL,80.0,428.0,500,0.856,80,35.6,22.9,8.8,5.4,1.6,1.9,.521,.272,.770,12.4,.210,2017,https://www.basketball-reference.com//players/a/antetgi01.html,https://www.basketball-reference.com/req/202106291/images/players/antetgi01.jpg
649,2,Nikola Jokić,21,DEN,14.0,161.0,500,0.322,73,27.9,16.7,9.8,4.9,0.8,0.8,.578,.324,.825,9.7,.228,2017,https://www.basketball-reference.com//players/j/jokicni01.html,https://www.basketball-reference.com/req/202106291/images/players/jokicni01.jpg
650,3,Rudy Gobert,24,UTA,1.0,113.0,500,0.226,81,33.9,14.0,12.8,1.2,0.6,2.6,.661,.000,.653,14.3,.250,2017,https://www.basketball-reference.com//players/g/goberru01.html,https://www.basketball-reference.com/req/202106291/images/players/goberru01.jpg
651,4,Otto Porter Jr.,23,WAS,1.0,43.0,500,0.086,80,32.6,13.4,6.4,1.5,1.5,0.5,.516,.434,.832,9.4,.173,2017,https://www.basketball-reference.com//players/p/porteot01.html,https://www.basketball-reference.com/req/202106291/images/players/porteot01.jpg
652,5,Isaiah Thomas,27,BOS,0.0,35.0,500,0.070,76,33.8,28.9,2.7,5.9,0.9,0.2,.463,.379,.909,12.5,.234,2017,https://www.basketball-reference.com//players/t/thomais02.html,https://www.basketball-reference.com/req/202106291/images/players/thomais02.jpg
653,6,James Johnson,29,MIA,1.0,34.0,500,0.068,76,27.4,12.8,4.9,3.6,1.0,1.1,.479,.340,.707,5.1,.117,2017,https://www.basketball-reference.com//players/j/johnsja01.html,https://www.basketball-reference.com/req/202106291/images/players/johnsja01.jpg
654,7,Bradley Beal,23,WAS,1.0,19.0,500,0.038,77,34.9,23.1,3.1,3.5,1.1,0.3,.482,.404,.825,8.5,.152,2017,https://www.basketball-reference.com//players/b/bealbr01.html,https://www.basketball-reference.com/req/202106291/images/players/bealbr01.jpg
655,8,Devin Booker,20,PHO,1.0,18.0,500,0.036,78,35.0,22.1,3.2,3.4,0.9,0.3,.423,.363,.832,2.0,.035,2017,https://www.basketball-reference.com//players/b/bookede01.html,https://www.basketball-reference.com/req/202106291/images/players/bookede01.jpg
656,9,Tim Hardaway Jr.,24,ATL,0.0,14.0,500,0.028,79,27.3,14.5,2.8,2.3,0.7,0.2,.455,.357,.766,4.8,.107,2017,https://www.basketball-reference.com//players/h/hardati02.html,https://www.basketball-reference.com/req/202106291/images/players/hardati02.jpg
657,10,Mike Conley,29,MEM,1.0,5.0,500,0.010,69,33.2,20.5,3.5,6.3,1.3,0.3,.460,.408,.859,10.0,.209,2017,https://www.basketball-reference.com//players/c/conlemi01.html,https://www.basketball-reference.com/req/202106291/images/players/conlemi01.jpg
658,11,Dion Waiters,25,MIA,0.0,4.0,500,0.008,46,30.1,15.8,3.3,4.3,0.9,0.4,.424,.395,.646,1.6,.057,2017,https://www.basketball-reference.com//players/w/waitedi01.html,https://www.basketball-reference.com/req/202106291/images/players/waitedi01.jpg
659,12T,Gordon Hayward,26,UTA,0.0,3.0,500,0.006,73,34.5,21.9,5.4,3.5,1.0,0.3,.471,.398,.844,10.4,.199,2017,https://www.basketball-reference.com//players/h/haywago01.html,https://www.basketball-reference.com/req/202106291/images/players/haywago01.jpg
660,12T,Jusuf Nurkić,22,TOT,0.0,3.0,500,0.006,65,21.4,10.2,7.2,1.9,0.8,1.1,.507,.000,.571,2.0,.068,2017,https://www.basketball-reference.com//players/n/nurkiju01.html,https://www.basketball-reference.com/req/202106291/images/players/nurkiju01.jpg
661,12T,Kristaps Porziņģis,21,NYK,0.0,3.0,500,0.006,66,32.8,18.1,7.2,1.5,0.7,2.0,.450,.357,.786,4.5,.100,2017,https://www.basketball-reference.com//players/p/porzikr01.html,https://www.basketball-reference.com/req/202106291/images/players/porzikr01.jpg
662,12T,Dennis Schröder,23,ATL,0.0,3.0,500,0.006,79,31.5,17.9,3.1,6.3,0.9,0.2,.451,.340,.855,3.7,.071,2017,https://www.basketball-reference.com//players/s/schrode01.html,https://www.basketball-reference.com/req/202106291/images/players/schrode01.jpg
663,16T,Harrison Barnes,24,DAL,0.0,2.0,500,0.004,79,35.5,19.2,5.0,1.5,0.8,0.2,.468,.351,.861,4.6,.078,2017,https://www.basketball-reference.com//players/b/barneha02.html,https://www.basketball-reference.com/req/202106291/images/players/barneha02.jpg
664,16T,Seth Curry,26,DAL,0.0,2.0,500,0.004,70,29.0,12.8,2.6,2.7,1.1,0.1,.481,.425,.850,4.6,.110,2017,https://www.basketball-reference.com//players/c/curryse01.html,https://www.basketball-reference.com/req/202106291/images/players/curryse01.jpg
665,16T,Gary Harris,22,DEN,0.0,2.0,500,0.004,57,31.3,14.9,3.1,2.9,1.2,0.1,.502,.420,.776,4.6,.124,2017,https://www.basketball-reference.com//players/h/harriga01.html,https://www.basketball-reference.com/req/202106291/images/players/harriga01.jpg
666,16T,Myles Turner,20,IND,0.0,2.0,500,0.004,81,31.4,14.5,7.3,1.3,0.9,2.1,.511,.348,.809,8.0,.151,2017,https://www.basketball-reference.com//players/t/turnemy01.html,https://www.basketball-reference.com/req/202106291/images/players/turnemy01.jpg
667,20T,Avery Bradley,26,BOS,0.0,1.0,500,0.002,55,33.4,16.3,6.1,2.2,1.2,0.2,.463,.390,.731,3.1,.081,2017,https://www.basketball-reference.com//players/b/bradlav01.html,https://www.basketball-reference.com/req/202106291/images/players/bradlav01.jpg
668,20T,Clint Capela,22,HOU,0.0,1.0,500,0.002,65,23.9,12.6,8.1,1.0,0.5,1.2,.643,NO DATA,.531,5.9,.184,2017,https://www.basketball-reference.com//players/c/capelca01.html,https://www.basketball-reference.com/req/202106291/images/players/capelca01.jpg
669,20T,DeMar DeRozan,27,TOR,0.0,1.0,500,0.002,74,35.4,27.3,5.2,3.9,1.1,0.2,.467,.266,.842,9.0,.166,2017,https://www.basketball-reference.com//players/d/derozde01.html,https://www.basketball-reference.com/req/202106291/images/players/derozde01.jpg
670,20T,Joe Ingles,29,UTA,0.0,1.0,500,0.002,82,24.0,7.1,3.2,2.7,1.2,0.1,.452,.441,.735,5.0,.123,2017,https://www.basketball-reference.com//players/i/inglejo01.html,https://www.basketball-reference.com/req/202106291/images/players/inglejo01.jpg
671,20T,John Wall,26,WAS,0.0,1.0,500,0.002,78,36.4,23.1,4.2,10.7,2.0,0.6,.451,.327,.801,8.8,.149,2017,https://www.basketball-reference.com//players/w/walljo01.html,https://www.basketball-reference.com/req/202106291/images/players/walljo01.jpg
672,20T,Hassan Whiteside,27,MIA,0.0,1.0,500,0.002,77,32.6,17.0,14.1,0.7,0.7,2.1,.557,NO DATA,.628,9.5,.181,2017,https://www.basketball-reference.com//players/w/whiteha01.html,https://www.basketball-reference.com/req/202106291/images/players/whiteha01.jpg
673,1,Victor Oladipo,25,IND,99.0,499.0,505,0.988,75,34.0,23.1,5.2,4.3,2.4,0.8,.477,.371,.799,8.2,.155,2018,https://www.basketball-reference.com//players/o/oladivi01.html,https://www.basketball-reference.com/req/202106291/images/players/oladivi01.jpg
674,2,Clint Capela,23,HOU,1.0,99.0,505,0.196,74,27.5,13.9,10.8,0.9,0.8,1.9,.652,.000,.560,10.2,.242,2018,https://www.basketball-reference.com//players/c/capelca01.html,https://www.basketball-reference.com/req/202106291/images/players/capelca01.jpg
675,3,Spencer Dinwiddie,24,BRK,1.0,50.0,505,0.099,80,28.8,12.6,3.2,6.6,0.9,0.3,.387,.326,.813,5.7,.118,2018,https://www.basketball-reference.com//players/d/dinwisp01.html,https://www.basketball-reference.com/req/202106291/images/players/dinwisp01.jpg
676,4,Andre Drummond,24,DET,0.0,46.0,505,0.091,78,33.7,15.0,16.0,3.0,1.5,1.6,.529,.000,.605,10.3,.189,2018,https://www.basketball-reference.com//players/d/drumman01.html,https://www.basketball-reference.com/req/202106291/images/players/drumman01.jpg
677,5,Julius Randle,23,LAL,0.0,36.0,505,0.071,82,26.7,16.1,8.0,2.6,0.5,0.5,.558,.222,.718,6.6,.145,2018,https://www.basketball-reference.com//players/r/randlju01.html,https://www.basketball-reference.com/req/202106291/images/players/randlju01.jpg
678,6,Steven Adams,24,OKC,0.0,34.0,505,0.067,76,32.7,13.9,9.0,1.2,1.2,1.0,.629,.000,.559,9.7,.187,2018,https://www.basketball-reference.com//players/a/adamsst01.html,https://www.basketball-reference.com/req/202106291/images/players/adamsst01.jpg
679,7,Jaylen Brown,21,BOS,0.0,32.0,505,0.063,70,30.7,14.5,4.9,1.6,1.0,0.4,.465,.395,.644,4.5,.100,2018,https://www.basketball-reference.com//players/b/brownja02.html,https://www.basketball-reference.com/req/202106291/images/players/brownja02.jpg
680,8,Jamal Murray,20,DEN,0.0,24.0,505,0.048,81,31.7,16.7,3.7,3.4,1.0,0.3,.451,.378,.905,5.5,.103,2018,https://www.basketball-reference.com//players/m/murraja01.html,https://www.basketball-reference.com/req/202106291/images/players/murraja01.jpg
681,9,DeMar DeRozan,28,TOR,0.0,9.0,505,0.018,80,33.9,23.0,3.9,5.2,1.1,0.3,.456,.310,.825,9.6,.170,2018,https://www.basketball-reference.com//players/d/derozde01.html,https://www.basketball-reference.com/req/202106291/images/players/derozde01.jpg
682,10T,Terry Rozier,23,BOS,0.0,8.0,505,0.016,80,25.9,11.3,4.7,2.9,1.0,0.2,.395,.381,.772,5.6,.130,2018,https://www.basketball-reference.com//players/r/roziete01.html,https://www.basketball-reference.com/req/202106291/images/players/roziete01.jpg
683,10T,Lou Williams,31,LAC,0.0,8.0,505,0.016,79,32.8,22.6,2.5,5.3,1.1,0.2,.435,.359,.880,6.7,.125,2018,https://www.basketball-reference.com//players/w/willilo02.html,https://www.basketball-reference.com/req/202106291/images/players/willilo02.jpg
684,12,Giannis Antetokounmpo,23,MIL,0.0,7.0,505,0.014,75,36.7,26.9,10.0,4.8,1.5,1.4,.529,.307,.760,11.9,.207,2018,https://www.basketball-reference.com//players/a/antetgi01.html,https://www.basketball-reference.com/req/202106291/images/players/antetgi01.jpg
685,13T,Nikola Jokić,22,DEN,0.0,6.0,505,0.012,75,32.6,18.5,10.7,6.1,1.2,0.8,.499,.396,.850,10.7,.211,2018,https://www.basketball-reference.com//players/j/jokicni01.html,https://www.basketball-reference.com/req/202106291/images/players/jokicni01.jpg
686,13T,E'Twaun Moore,28,NOP,0.0,6.0,505,0.012,82,31.5,12.5,2.9,2.3,1.0,0.1,.508,.425,.706,4.4,.081,2018,https://www.basketball-reference.com//players/m/mooreet01.html,https://www.basketball-reference.com/req/202106291/images/players/mooreet01.jpg
687,13T,Domantas Sabonis,21,IND,0.0,6.0,505,0.012,74,24.5,11.6,7.7,2.0,0.5,0.4,.514,.351,.750,4.7,.126,2018,https://www.basketball-reference.com//players/s/sabondo01.html,https://www.basketball-reference.com/req/202106291/images/players/sabondo01.jpg
